Text,Sentiment
 forget donald trump kind psychopath read tweet print say sweet take pictur post pictur back onto twitter hard hit question lame stream media chicken ask,"tf.Tensor(0, shape=(), dtype=int32)"
 u onli believ attempt unpresid donald trump unprecid,"tf.Tensor(1, shape=(), dtype=int32)"
 hillari let donald win donald mfer trump,"tf.Tensor(2, shape=(), dtype=int32)"
 via pelosi impeach republican have take oath donald trump,"tf.Tensor(1, shape=(), dtype=int32)"
 smith tonight while clean dog shit shoe imagin would like choos pete buttigieg donald trump,"tf.Tensor(2, shape=(), dtype=int32)"
 babi yoda would never vote donald trump heathen,"tf.Tensor(1, shape=(), dtype=int32)"
 go tell kid donald trump,"tf.Tensor(1, shape=(), dtype=int32)"
 eeuu piden redactar art culo para juicio pol tico contra la presidenta de la c mara de representant solicit al comit judici inici redacci n de documento para juicio pol tico contra el mandatario,"tf.Tensor(1, shape=(), dtype=int32)"
 re also go first republican presid impeach us histori ll list andrew johnson bill clinton donald trump,"tf.Tensor(2, shape=(), dtype=int32)"
 rush limbaugh impeach donald trump not break law hate hate via,"tf.Tensor(0, shape=(), dtype=int32)"
 ohio donald john trump,"tf.Tensor(1, shape=(), dtype=int32)"
 donald trump support soar new high,"tf.Tensor(2, shape=(), dtype=int32)"
 donald tusk make appear gun gestur trump back via,"tf.Tensor(1, shape=(), dtype=int32)"
 proud must one few thing donald trump isn t lie,"tf.Tensor(2, shape=(), dtype=int32)"
 honest read headlin and think crap watch video listen audio and realiz oppo well choos trump troll think biden reaction spot littl shaki could stand up donald audienc respons good problem other imo,"tf.Tensor(2, shape=(), dtype=int32)"
 donald trump jr condemn tweet alleg whistleblow name despit death threat polit readifi,"tf.Tensor(1, shape=(), dtype=int32)"
 seem everyth donald j trump do epic build statu,"tf.Tensor(2, shape=(), dtype=int32)"
 donald trump fbi inform,"tf.Tensor(1, shape=(), dtype=int32)"
 good nicknam nanci pelosi hate fill pelosi nanci pelosi hate donald trump passion lie hate fill pelosi reaction proof,"tf.Tensor(0, shape=(), dtype=int32)"
 god bless duli elect belov presid donald j trump 2020,"tf.Tensor(2, shape=(), dtype=int32)"
 hundr gather hong kong thank trump sign human right act,"tf.Tensor(2, shape=(), dtype=int32)"
 donald trump like call oppon traitor look treason behavior should look parti goddamn mirror,"tf.Tensor(1, shape=(), dtype=int32)"
 nanci pelosi say republican have take oath donald trump amid impeach inquiri town hall,"tf.Tensor(1, shape=(), dtype=int32)"
 dotag dotard north korea renew attack donald trump imag copyright reuter imag caption,"tf.Tensor(1, shape=(), dtype=int32)"
 nail shamefulgop impeachandremov saveamerica countryoverparti,"tf.Tensor(1, shape=(), dtype=int32)"
 trump first ladi light nation christma tree,"tf.Tensor(2, shape=(), dtype=int32)"
 octob 31 2016 🤔,"tf.Tensor(1, shape=(), dtype=int32)"
 proof world laugh donald trump via,"tf.Tensor(1, shape=(), dtype=int32)"
 bloomberg say donald trump seem accept violenc pain nra leader say isn t anyth can do everi time go anoth funer think god have someth can do,"tf.Tensor(0, shape=(), dtype=int32)"
 donald trump give needl 😂,"tf.Tensor(2, shape=(), dtype=int32)"
 asian share gain trump fuel trade deal optim oil firm opec output cut asia asia asian stock gain friday investor take heart u presid donald trump say trade talk china move right along u oil price sit near 2 1 2,"tf.Tensor(0, shape=(), dtype=int32)"
 bbc news dotag dotard north korea renew attack donald trump,"tf.Tensor(1, shape=(), dtype=int32)"
 duncan sound like chip old donald trump corrupt,"tf.Tensor(2, shape=(), dtype=int32)"
 have one donald j trump,"tf.Tensor(1, shape=(), dtype=int32)"
 sure not polit not one republican vote impeach inquiri donald trump sinc day one democrat have want trump offic polit nanci onli care gavel,"tf.Tensor(2, shape=(), dtype=int32)"
 bruh think real donald trump lmao,"tf.Tensor(2, shape=(), dtype=int32)"
 obvious joe biden see justin trudeau world leader two acknowledg ad presid obama also show enthusiast support prime minist doubt scheer radar presid donald trump conserv republican parti cdnpoli,"tf.Tensor(2, shape=(), dtype=int32)"
 report ask nanci pelosi hat donald trump report leav fox sex harass alleg donaldtrump nancypelosi,"tf.Tensor(0, shape=(), dtype=int32)"
 la reacci n de donald trump luego de que l dere del mundo se burlaran de l,"tf.Tensor(1, shape=(), dtype=int32)"
 dotag dotard north korea renew attack donald trump dotard northkorea donaldtrump,"tf.Tensor(1, shape=(), dtype=int32)"
 know exact makeup stain donald trump shirt,"tf.Tensor(2, shape=(), dtype=int32)"
 guy would take side west right impeach donald trump do want commit tax fraud do don t know whole stori behind more more twitt can start go more,"tf.Tensor(2, shape=(), dtype=int32)"
 rememb everyon laugh presid trump mock say go run donald trump never presid say almost everybodi leav laugh demean win still can t take loser don t know lose,"tf.Tensor(2, shape=(), dtype=int32)"
 donald trump elect break elit cours want impeach opinion cnn,"tf.Tensor(1, shape=(), dtype=int32)"
 happen human absolut fill hatr someon els jerri nadler have hat donald trump 50 year obsess donald trump probabl kill,"tf.Tensor(0, shape=(), dtype=int32)"
 don t look get catch plot impeach get go hypocrit nanci pelosi say republican have take oath donald trump amid impeach inquiri town hall,"tf.Tensor(0, shape=(), dtype=int32)"
 pelosi y su partido socialista democrata estan cometiendo crimen de odio contra el president legitimament electo donald trump pelosi and socialist democrat parti commit hate crime against legitim elect presid donald trump,"tf.Tensor(0, shape=(), dtype=int32)"
 wow awkward,"tf.Tensor(2, shape=(), dtype=int32)"
 melania donald worri play word baron best coat say don t care do get illeg stop spout indign question obama birth certif like trump,"tf.Tensor(2, shape=(), dtype=int32)"
 sad truth countri traitor among us optimist u becom beacon equal prosper hope eventu have impeachtrumpnow dismantl gop fascist part vote bernie2020,"tf.Tensor(0, shape=(), dtype=int32)"
 nanci pelosi say republican have take oath donald trump amid impeach inquiri town hall,"tf.Tensor(1, shape=(), dtype=int32)"
 cnn have hell freez global elit align against laugh like immatur cool kid u hat djt win donald trump elect break elit cours want impeach,"tf.Tensor(2, shape=(), dtype=int32)"
 rush limbaugh and 8220 impeach donald trump not and 8217 break law and 8211 and 8217 hate and 8217 hate and 8221,"tf.Tensor(0, shape=(), dtype=int32)"
 yes hat donald trump honesti ethic rule law hat never question cathol,"tf.Tensor(0, shape=(), dtype=int32)"
 oath nanci sinc parti signatur accus othersid have alreadi do georg soro clinton obama nanci pelosi say republican have take oath donald trump amid impeach inquiri town hall,"tf.Tensor(0, shape=(), dtype=int32)"
 donald trump impeach trump have jar ivanka senior advis impeach good indic jar ivanka flunk advis job jar handl china flunk task ivanka help donald,"tf.Tensor(2, shape=(), dtype=int32)"
 thank 45th presid donald j trump famili sacrific fight american peopl,"tf.Tensor(1, shape=(), dtype=int32)"
 jerri jone donald trump nfl,"tf.Tensor(1, shape=(), dtype=int32)"
 dotag dotard north korea renew attack donald trump bbc news,"tf.Tensor(1, shape=(), dtype=int32)"
 mani peopl say friedrich trump onli claim american citizenship never pass test applic paperwork have never find know no english pimp drink drug dealer,"tf.Tensor(2, shape=(), dtype=int32)"
 nanci pelosi write donald trump name histori book analysi,"tf.Tensor(1, shape=(), dtype=int32)"
 joe biden take blowtorch donald trump hors crap via,"tf.Tensor(0, shape=(), dtype=int32)"
 zero evid trump know fart blower complaint make statement sondland zero evid suggest schiff brain leak donald hahahahahahahahahahahahaha moron,"tf.Tensor(0, shape=(), dtype=int32)"
 donald trump need fire apprentic republ world stage make america laugh stock world,"tf.Tensor(2, shape=(), dtype=int32)"
 cost us impeach hear hes impeach do american tax payer get money back wast tax dollar nanci pelosi say republican have take oath donald trump amid impeach inquiri town hall,"tf.Tensor(0, shape=(), dtype=int32)"
 presid donald trump ask china buy 40 billion 50 billion farm good year signific higher 8 6 billion countri buy last year wall street journal report tradewar us china,"tf.Tensor(2, shape=(), dtype=int32)"
 nanci pelosi say republican have take oath donald trump amid impeach inquiri town hall,"tf.Tensor(1, shape=(), dtype=int32)"
 nanci pelosi say republican have take oath donald trump amid impeach inquiri town hall,"tf.Tensor(1, shape=(), dtype=int32)"
 nanci pelosi say republican have take oath donald trump amid impeach inquiri town hall,"tf.Tensor(1, shape=(), dtype=int32)"
 2016 nader meet donald trump jr offer help trump campaign alongsid blackwat founder erik princ isra social media specialist joel zamel 2017 nader visit white hous sever time meet steve bannon serv,"tf.Tensor(2, shape=(), dtype=int32)"
 traitor among us via,"tf.Tensor(1, shape=(), dtype=int32)"
 trump speak nation christma tree light via beauti messag presid donald j trump,"tf.Tensor(2, shape=(), dtype=int32)"
 nanci pelosi say republican have take oath donald trump amid impeach inquiri town hall,"tf.Tensor(1, shape=(), dtype=int32)"
 rush limbaugh impeach donald trump not break law hate hate,"tf.Tensor(0, shape=(), dtype=int32)"
 opini n el contrapeso significativo al poder del president amlo es donald trump escrib 📣,"tf.Tensor(1, shape=(), dtype=int32)"
 u hous press forward draft articl impeach against presid donald trump speaker nanci pelosi announc thursday,"tf.Tensor(1, shape=(), dtype=int32)"
 neal katyal case impeach presid donald trump last word msnbc,"tf.Tensor(1, shape=(), dtype=int32)"
 hell talk planet do liber live know know donald trump win noth stop veri strang,"tf.Tensor(2, shape=(), dtype=int32)"
 lol give shit justin trudeau think donald trump,"tf.Tensor(2, shape=(), dtype=int32)"
 donald clown trump next week never meet nune may have take pictur take lot pictur,"tf.Tensor(1, shape=(), dtype=int32)"
 nanci pelosi say republican have take oath donald trump amid impeach inquiri town hall,"tf.Tensor(1, shape=(), dtype=int32)"
 donald trump elect break elit cours want impeach,"tf.Tensor(1, shape=(), dtype=int32)"
 donald trump want make tougher peopl edg buy bag groceri administr would have believ freeload rampant feder food stamp program don t see shred evid,"tf.Tensor(1, shape=(), dtype=int32)"
 constitut doesn t allow titl nobil wit pamela karlan testifi presid can name son barron can t make baron,"tf.Tensor(1, shape=(), dtype=int32)"
 retweet re not afraid say donald trump presid 😤,"tf.Tensor(0, shape=(), dtype=int32)"
 appar ndas sign peopl work celebr apprentic includ multimillion dollar fin violat,"tf.Tensor(2, shape=(), dtype=int32)"
 zero proof effect elect outcom differ california good communist comparison exampl nyt articl set up hillari win looki no elect interfer,"tf.Tensor(2, shape=(), dtype=int32)"
 donald trump keep navi seal abov law,"tf.Tensor(1, shape=(), dtype=int32)"
 dem more blood donald j trump hand simpli do not care human life,"tf.Tensor(2, shape=(), dtype=int32)"
 bwell four more year worth can offici refer impeach presid donald trump,"tf.Tensor(2, shape=(), dtype=int32)"
 can t media straight up say need say fox news activ work donald trump someth realli wrong,"tf.Tensor(0, shape=(), dtype=int32)"
 older stori spring 2018,"tf.Tensor(2, shape=(), dtype=int32)"
 donald trump bankrupt atlant citi casino still earn million trump bankrupt america read weep monster,"tf.Tensor(1, shape=(), dtype=int32)"
 trevor noah crack funni justin trudeau bori johnson emmanuel macron catch camera trash talk donald trump nato summit prompt presid leav earli,"tf.Tensor(2, shape=(), dtype=int32)"
 north korea call donald trump dotard say peopl hatr unit state american rise do keep kiss kim jong un aka rocket man ass dude don t like donni littl dude would bslap,"tf.Tensor(0, shape=(), dtype=int32)"
 good even mr donald j trump,"tf.Tensor(2, shape=(), dtype=int32)"
 dotag dotard north korea renew attack donald trump,"tf.Tensor(1, shape=(), dtype=int32)"
 tf would want follow donald trump stupid ass twitter stop,"tf.Tensor(0, shape=(), dtype=int32)"
 texa don t know much donald trump associ do,"tf.Tensor(2, shape=(), dtype=int32)"
 convinc rudi giuliani break mani law can prior arrest count donald trump pardon within minut arrest sad see america mayor becom maga maniac,"tf.Tensor(0, shape=(), dtype=int32)"
 trump orbit traitor rick wilson write roll stone 🔥,"tf.Tensor(1, shape=(), dtype=int32)"
 hope donald christma present kim onli trump famili,"tf.Tensor(1, shape=(), dtype=int32)"
 come someon use admir sell soul donald j trump,"tf.Tensor(1, shape=(), dtype=int32)"
 donald j trump jr name father ivanka nee ivana trump name mother barron trump name father radio call pseudonym know name children can difficult realli,"tf.Tensor(0, shape=(), dtype=int32)"
 cnn have hell freez global elit align against laugh like immatur cool kid u hat djt win donald trump elect break elit cours want impeach,"tf.Tensor(2, shape=(), dtype=int32)"
 today podcast join host discuss forthcom book lie republicanparti becom donald trump presid trump pose moral choic republican 2020,"tf.Tensor(1, shape=(), dtype=int32)"
 french ambassador donald trump big mouth read basic noth,"tf.Tensor(1, shape=(), dtype=int32)"
 bwell not work do favor take civic lesson hous impeach impeach senat onli vote remov offic not remov impeach status impeach presid donald trump gotta say realli like sound,"tf.Tensor(0, shape=(), dtype=int32)"
 donald trump should charg tax fraud should not do should investig doj fbi atf agenc,"tf.Tensor(1, shape=(), dtype=int32)"
 donald trump howard stern 2004 2 3,"tf.Tensor(1, shape=(), dtype=int32)"
 638 dental adventur continu donald trump mock juxtaposit idoubtit,"tf.Tensor(1, shape=(), dtype=int32)"
 traitor among us via,"tf.Tensor(1, shape=(), dtype=int32)"
 no scriptur do ever say christian govern tri btw donald trump anti christ,"tf.Tensor(1, shape=(), dtype=int32)"
 donald trump bankrupt atlant citi casino still earn million new york time trump current do economi tax dollar,"tf.Tensor(2, shape=(), dtype=int32)"
 north korea threaten start call trump dotard don t worri complic polit talk re still invit kim birthday parti donald re thin fuck ice,"tf.Tensor(0, shape=(), dtype=int32)"
 makeup brand shade stain donald trump shirt huffpost stupid air head remark bcz run garbag say,"tf.Tensor(0, shape=(), dtype=int32)"
 whistleblow 1 donald trump whistleblow 2 rudi giuliani whistleblow 3 mick mulvaney,"tf.Tensor(1, shape=(), dtype=int32)"
 old stori regard kelli leak back 2018,"tf.Tensor(2, shape=(), dtype=int32)"
 behavior exact trump die hard support love donald trump possibl biden fight back like trump tough guy face may walk away vote biden,"tf.Tensor(2, shape=(), dtype=int32)"
 pelosi write donald trump pleas mr presid charad finish charg pelosi schiff high treason check pamelakarlan comment 2 year ago pathet,"tf.Tensor(0, shape=(), dtype=int32)"
 right lay folk republican parti use stand long go leav cult,"tf.Tensor(2, shape=(), dtype=int32)"
 today republican parti demand fealti donald trump rather core belief principl write via,"tf.Tensor(1, shape=(), dtype=int32)"
 donald tusk make appear gun gestur trump back via,"tf.Tensor(1, shape=(), dtype=int32)"
 alway jerk,"tf.Tensor(1, shape=(), dtype=int32)"
 rush limbaugh impeach donald trump not break law hate hate,"tf.Tensor(0, shape=(), dtype=int32)"
 protect do noth donald trump republican voter like claim michael jordan washington wizard player d better didn t,"tf.Tensor(2, shape=(), dtype=int32)"
 oh pleas do bring up,"tf.Tensor(1, shape=(), dtype=int32)"
 esto son los cargo que podr enfrentar trump en juicio pol tico v univers mx,"tf.Tensor(1, shape=(), dtype=int32)"
 tell go hurt like hell hear cnn project donald j trump win bid re elect predict evil insid spontan combust 😂 🤣,"tf.Tensor(0, shape=(), dtype=int32)"
 donald trump foreign hostil threat need remov n0w landmin wait explod,"tf.Tensor(0, shape=(), dtype=int32)"
 random capit like donald trump,"tf.Tensor(0, shape=(), dtype=int32)"
 trump lawyer much more power giuliani william barr exercis justic depart full forc defend presid crisi,"tf.Tensor(2, shape=(), dtype=int32)"
 socialist deep state oper tri take down duli elect presid donald j trump american peopl righteous right never let happen trump 2020,"tf.Tensor(0, shape=(), dtype=int32)"
 nanci pelosi write donald trump name histori book,"tf.Tensor(1, shape=(), dtype=int32)"
 name donald j trump,"tf.Tensor(1, shape=(), dtype=int32)"
 yes right w fu k republican not put oath offic ahead donald trump,"tf.Tensor(2, shape=(), dtype=int32)"
 matthew don t want fight want have good sampl respons recent regist democrat vote yang primari berni nomine vote donald trump eventu libertarian candid best,"tf.Tensor(2, shape=(), dtype=int32)"
 nanci pelosi amaz incred smart ladi tri save countri god bless nanci pelosi donald trump time resign,"tf.Tensor(2, shape=(), dtype=int32)"
 not democrat trial actual not even donald trump proof guilt obvious overwhelm realli republican parti judg,"tf.Tensor(0, shape=(), dtype=int32)"
 smith yeah shouldn t donald trump antithesi analysi,"tf.Tensor(1, shape=(), dtype=int32)"
 do not speak famili fraud nanci pelosi hate presid donald trump speak famili,"tf.Tensor(0, shape=(), dtype=int32)"
 nanci pelosi say republican have take oath donald trump amid impeach inquiri town hall,"tf.Tensor(1, shape=(), dtype=int32)"
 nanci pelosi say donald trump master project realli master project,"tf.Tensor(2, shape=(), dtype=int32)"
 donald trump should charg tax fund tax fraud should not do don t know legal right would think appropri respons should don t know want act up tax part think should,"tf.Tensor(2, shape=(), dtype=int32)"
 martin ford el impacto de la inteligencia artifici est detr del brexit y donald trump,"tf.Tensor(1, shape=(), dtype=int32)"
 farmhousepres usa patriot donald trump topfan diamondbadg,"tf.Tensor(1, shape=(), dtype=int32)"
 isra prime minist benjamin netanyahu tri hard persuad us presid donald trump give israel underground bunker buster bomb use attack iran nuclear facil isra polit circl report,"tf.Tensor(0, shape=(), dtype=int32)"
 nanci pelosi say republican have take oath donald trump amid impeach inquiri town hall,"tf.Tensor(1, shape=(), dtype=int32)"
 anyon electron microscop can sure see good donald trump,"tf.Tensor(2, shape=(), dtype=int32)"
 donald trump pay 2 million settl new york attorney general civil lawsuit against trump foundat children cnnpolit,"tf.Tensor(2, shape=(), dtype=int32)"
 nanci pelosi say republican have take oath donald trump amid impeach inquiri town hall,"tf.Tensor(1, shape=(), dtype=int32)"
 hey sorri f joke donald j trump hotel not casino owner vega,"tf.Tensor(0, shape=(), dtype=int32)"
 nanci pelosi say republican have take oath donald trump amid impeach inquiri town hall,"tf.Tensor(1, shape=(), dtype=int32)"
 nanci pelosi say republican have take oath donald trump amid impeach inquiri town hall,"tf.Tensor(1, shape=(), dtype=int32)"
 can someon explain while y mad call damn liar damn liar donald trump call nazi veri good peopl 🤔,"tf.Tensor(0, shape=(), dtype=int32)"
 mani donni 7 8 thousand troop bet troop have send number might wrong someth dum donald would seiz upon could claim fake news rememb trump lie everyth impeachandremovetrumpnow,"tf.Tensor(0, shape=(), dtype=int32)"
 think joe biden would lose general donald trump guy miss bigger point joe biden fuck idiot,"tf.Tensor(0, shape=(), dtype=int32)"
 donald trump like 2 half thing includ orang makeup,"tf.Tensor(0, shape=(), dtype=int32)"
 not gonna lie donald trump ballin,"tf.Tensor(0, shape=(), dtype=int32)"
 ist hass im spiel ein aufgebracht pelosi und ein spottend trump via gmx,"tf.Tensor(1, shape=(), dtype=int32)"
 have no proof stori true trump have deni claim claim come while presidenti candid conveni,"tf.Tensor(2, shape=(), dtype=int32)"
 yes fee hungri care sick love enemi welcom immigr peacemak oh wait instruct jesus instruct have noth do christian donald trump,"tf.Tensor(2, shape=(), dtype=int32)"
 evid show do anyth wrong thank mr donald trump stand up american peopl have rememb jesus hat ridicul hang cross,"tf.Tensor(0, shape=(), dtype=int32)"
 truth mosthighfath mother femal ruachhakodesh holyspirit ruhalqudus donaldtrump thepresid 2017 18 19 20 revela impeach trump2020 code23 orderoutofchao nwo prophetictim propheci,"tf.Tensor(1, shape=(), dtype=int32)"
 stephen colbert discov two word definit describ donald trump smartnew,"tf.Tensor(1, shape=(), dtype=int32)"
 must read rick wilson traitor ass deep oligarch eager sell access presid secretari state g presid venal pack lucki sperm club spawn can t spot treason yet ll soon enough,"tf.Tensor(2, shape=(), dtype=int32)"
 2 respect among gop er haven t lose mind dear leader extrem funni,"tf.Tensor(2, shape=(), dtype=int32)"
 speak truth,"tf.Tensor(1, shape=(), dtype=int32)"
 exact,"tf.Tensor(2, shape=(), dtype=int32)"
 seem pattern donald trump top associ use unsecur cellphon privat call like intercept russian intellig among other wonder trump ever use cell phone putin,"tf.Tensor(2, shape=(), dtype=int32)"
 dear god pleas let donald trump impeach sign nanci pelosi p good cathol well except abort,"tf.Tensor(2, shape=(), dtype=int32)"
 nanci pelosi say republican have take oath donald trump amid impeach inquiri town hall true have violat oath offic votebluetoendthisnightmar prevent america becom trumpistan pelositownhal,"tf.Tensor(2, shape=(), dtype=int32)"
 trey gowdi pan lisa page excus anti trump text put donald trump shoe,"tf.Tensor(0, shape=(), dtype=int32)"
 stori leak kelli april 2018 would question mueller august 2018,"tf.Tensor(1, shape=(), dtype=int32)"
 donald trump pay 2 million settl new york attorney general civil lawsuit against trump foundat children cnnpolit,"tf.Tensor(2, shape=(), dtype=int32)"
 trump orbit traitor rick wilson write roll stone,"tf.Tensor(1, shape=(), dtype=int32)"
 donald tusk make appear gun gestur trump back,"tf.Tensor(1, shape=(), dtype=int32)"
 donald trump elect break elit cours want impeach,"tf.Tensor(1, shape=(), dtype=int32)"
 move uphold constitut nanci pelosi say hous republican have take oath donald trump,"tf.Tensor(1, shape=(), dtype=int32)"
 nanci pelosi say republican have take oath donald trump amid impeach inquiri town hall,"tf.Tensor(1, shape=(), dtype=int32)"
 obama mock donald trump conspiraci theorist journal,"tf.Tensor(1, shape=(), dtype=int32)"
 check ultim payback crimin chief hous repres vote impeach donald trump 45 presid unit state don t send senat trial keep investig ass send sept 2019,"tf.Tensor(0, shape=(), dtype=int32)"
 trump light nation christma tree washington d c,"tf.Tensor(1, shape=(), dtype=int32)"
 n simpleton gobbl up,"tf.Tensor(1, shape=(), dtype=int32)"
 trump formal announc candidaci june 16 2015 campaign ralli speech trump tower,"tf.Tensor(1, shape=(), dtype=int32)"
 qui n es peligroso donald trump o walt disney merl sapereaud,"tf.Tensor(1, shape=(), dtype=int32)"
 presid donald trump play long game come trade negoti china refus sacrific long term goal sake short term victori,"tf.Tensor(0, shape=(), dtype=int32)"
 black femal republican michigan sort econom progress dr martin luther king jr tri achiev full african american particip benefit opportun american life,"tf.Tensor(2, shape=(), dtype=int32)"
 republican parti must choos donald trump parti fundament valu via,"tf.Tensor(1, shape=(), dtype=int32)"
 alien land hand candi peopl rain pepsi coke donald trump give away money do oligarch peac earth unicorn leprechaun roam spread cheer give gift,"tf.Tensor(0, shape=(), dtype=int32)"
 trump prove world absolut coward pack suprem court ass kiss intellectu eunuch run take refug court via,"tf.Tensor(2, shape=(), dtype=int32)"
 get wrong donald trump via,"tf.Tensor(0, shape=(), dtype=int32)"
 la reacci n de donald trump luego de que l dere del mundo se burlaran de l,"tf.Tensor(1, shape=(), dtype=int32)"
 wait jason garrett fire almost equival wait donald trump impeach,"tf.Tensor(1, shape=(), dtype=int32)"
 care god may have send donald trump presid bless,"tf.Tensor(1, shape=(), dtype=int32)"
 wish would take step back not look dem enemi re togeth noth good can come threaten civil war start donald and not think greater good trump steal and everi day take blinder,"tf.Tensor(2, shape=(), dtype=int32)"
 european council presid donald tusk tweet pictur point two finger back presid trump most definit not game mani tragic wrong side histori pretend 1963 actual peopl cheer,"tf.Tensor(0, shape=(), dtype=int32)"
 taxpay decad donald j trump extermin go rid us hard work american patriot taxpay dc swamp dweller trump 2020,"tf.Tensor(0, shape=(), dtype=int32)"
 donald j trump signatur collect blue black silver strip 100 silk neckti donaldjtrump silk neckti tie fashion accessori ebay shop rt,"tf.Tensor(0, shape=(), dtype=int32)"
 donald trump should partner tax fraud do make edg tax cut think should not do don t know should do not sure legal right tax pay should guilti bring f,"tf.Tensor(2, shape=(), dtype=int32)"
 trump approv rat should worri republican,"tf.Tensor(1, shape=(), dtype=int32)"
 la presidenta de la c mara de representant de estado unido eeuu nanci pelosi solicit hoy los l dere de los comit que investigaron al mandatario donald trump que presenten cargo contra l para ser destituido,"tf.Tensor(1, shape=(), dtype=int32)"
 not donald j trump,"tf.Tensor(0, shape=(), dtype=int32)"
 american impeach donald trump americansforimpeach,"tf.Tensor(1, shape=(), dtype=int32)"
 rich ppl realli endors ppl like donald trump could use money build bridg train track mf train cant interrupt ur drive,"tf.Tensor(2, shape=(), dtype=int32)"
 peopl elect donald trump win 2020 peopl speak histori tell real stori,"tf.Tensor(2, shape=(), dtype=int32)"
 nanci pelosi say republican have take oath donald trump amid impeach inquiri town hall,"tf.Tensor(1, shape=(), dtype=int32)"
 donald trump howard stern 2004 1 3,"tf.Tensor(1, shape=(), dtype=int32)"
 donald j trump impeach congress noth els stand hope enough republican claim soul back follow rule law constitut no one abov law god man,"tf.Tensor(0, shape=(), dtype=int32)"
 yeah ok name call want should mental prepar donald trump presid 5 more year realli,"tf.Tensor(2, shape=(), dtype=int32)"
 makeup brand shade stain donald trump shirt trump wear coverup makeup orang stain face realli makeup,"tf.Tensor(2, shape=(), dtype=int32)"
 donald trump georg hw bush and china presid bush fundament wrong china not late presid trump set thing right,"tf.Tensor(0, shape=(), dtype=int32)"
 donald trump like 2 half thing includ orang makeup,"tf.Tensor(0, shape=(), dtype=int32)"
 dotag dotard north korea renew attack donald trump,"tf.Tensor(1, shape=(), dtype=int32)"
 pizza pinot 1 word ambien everi night almost 3 year know 2 word donald trump,"tf.Tensor(1, shape=(), dtype=int32)"
 donald trump pay 2 million settl new york attorney general civil lawsuit against trump foundat children cnnpolit,"tf.Tensor(2, shape=(), dtype=int32)"
 donald trump state pollut pacif ocean inform fox news,"tf.Tensor(1, shape=(), dtype=int32)"
 subject subpoena don mcgahn not donald trump noth illeg mueller report lay clear exampl mcgahn suppos order obstruct justic refus legitim testimoni hous seek,"tf.Tensor(0, shape=(), dtype=int32)"
 arrogant y c nico como siempr los gobernant adscrito la otan ahora que se juntaron los orat donald trump y bori johnson y macron que se deja llevar,"tf.Tensor(0, shape=(), dtype=int32)"
 dotag dotard north korea renew attack donald trump bbc news,"tf.Tensor(1, shape=(), dtype=int32)"
 donald trump promis make promis break,"tf.Tensor(1, shape=(), dtype=int32)"
 opinion donald trump elect break elit cours want impeach cnn,"tf.Tensor(1, shape=(), dtype=int32)"
 john kerri joe biden defeat donald trump next novemb feed news usa usafe today usatoday,"tf.Tensor(1, shape=(), dtype=int32)"
 trump orbit traitor rick wilson write roll stone,"tf.Tensor(1, shape=(), dtype=int32)"
 final deep state take loss would have never happen without donald trump bravo mr presid,"tf.Tensor(0, shape=(), dtype=int32)"
 not republican most us independ mani wake democrat vote man donald j trump well,"tf.Tensor(2, shape=(), dtype=int32)"
 donald j trump no nanci pelosi,"tf.Tensor(1, shape=(), dtype=int32)"
 european council presid donald tusk tweet pictur point two finger back presid trump most definit not game mani tragic wrong side histori,"tf.Tensor(0, shape=(), dtype=int32)"
 dotag dotard north korea renew attack donald trump back rocketman guess kneejerkdiplomaci,"tf.Tensor(1, shape=(), dtype=int32)"
 not line true charli fun,"tf.Tensor(2, shape=(), dtype=int32)"
 sign childhood cancer survivorship treatment access research act creat new author extend modifi exist author relat childhood adolesc cancer research track survivorship,"tf.Tensor(2, shape=(), dtype=int32)"
 donald trump truth teller devic aka castrat devic 🎃 😀 😂 😲,"tf.Tensor(2, shape=(), dtype=int32)"
 rebelli teen donald trump sneak person cell phone,"tf.Tensor(1, shape=(), dtype=int32)"
 vict record donald trump agnost speak entir un religion despis,"tf.Tensor(1, shape=(), dtype=int32)"
 north korea may prepar conduct engin test long rang rocket launch site step up pressur presid donald trump ahead year end deadlin impos get better deal u nuclear disarma talk,"tf.Tensor(2, shape=(), dtype=int32)"
 obama say everybodi want donald trump never say everybodi want joe biden nobodi do nobodi,"tf.Tensor(0, shape=(), dtype=int32)"
 donald trump walk void world have break apart decad auster relentless war against work peopl result bipartisan neoliber consensus against econom polici new deal berni sander revers status quo,"tf.Tensor(0, shape=(), dtype=int32)"
 donald trump elect break elit cours want impeach,"tf.Tensor(1, shape=(), dtype=int32)"
 like stand stark nake world stage ask donald trump,"tf.Tensor(1, shape=(), dtype=int32)"
 trump orbit traitor rick wilson write roll stone,"tf.Tensor(1, shape=(), dtype=int32)"
 donald trump terribl judgement have come gutter somewher have not suggest biden should investig polit make smell veri bad fishi say can look sell hollow imag mirror,"tf.Tensor(0, shape=(), dtype=int32)"
 donald trump keep navi seal abov law,"tf.Tensor(1, shape=(), dtype=int32)"
 go show unfit faith compet execut oath offic presid donald trump moral corrupt mental unstabl dumber golf tee,"tf.Tensor(0, shape=(), dtype=int32)"
 ok countri support protest hong kong russia venezuela cuba iran countri cannot protest polic brutal murder black donald trump attorney general donald trump ok,"tf.Tensor(2, shape=(), dtype=int32)"
 yes donald j trump point trump 2020,"tf.Tensor(1, shape=(), dtype=int32)"
